source_code,return_reason,rpi_count
AMAZON_IN_API,,14
ANS_COMMERCE,,11
ANS_COMMERCE,Customer mistakenly purchased wrong spare.,1
ANS_COMMERCE,Customer received a damaged product.,1
ANS_COMMERCE,Customer received a defective product.,1
ANS_COMMERCE,Customer received a used product.,3
ANS_COMMERCE,damaged delivered ,1
ANS_COMMERCE,Damaged Item Delivered,1
ANS_COMMERCE,Defective Product received he issue lies with the sensor.,1
ANS_COMMERCE,Expired product,1
ANS_COMMERCE,Product mismatch,1
ANS_COMMERCE,Received damaged product,1
ANS_COMMERCE,Return expected on panel,1
ANS_COMMERCE,The Customer Place the Twice order for the same product.,1
ANS_COMMERCE,Wrong model product received.,1
ANS_COMMERCE,Wrong product order ,2
ANS_COMMERCE,Wrong product order jars are not fit in the mixer ,2
ANS_COMMERCE,Wrong product ordered ,1
ANS_COMMERCE,Wrong Product Ordered the lid is not fit in the juicer ,1
FLIPKART,,1
FLIPKART,ACCESSORY_DEFECTIVE,1
FLIPKART,DAMAGED_PRODUCT,3
FLIPKART,MISSHIPMENT,7
FLIPKART,QUALITY_ISSUES,3
FLIPKART,SIZE_FIT_ISSUES,14
MYNTRAPPMP,,1
MYNTRAPPMP,Color is different,1
MYNTRAPPMP,Design is different,2
MYNTRAPPMP,Different product was delivered,1
MYNTRAPPMP,I did not like the fit,26
MYNTRAPPMP,I do not need it anymore,3
MYNTRAPPMP,It did not look good on me,3
MYNTRAPPMP,Product image was better than the actual product,1
MYNTRAPPMP,Product looked old,2
MYNTRAPPMP,Received a poor quality product,5
MYNTRAPPMP,Return expected on panel,1
MYNTRAPPMP,Size is too Large,7
MYNTRAPPMP,Size is too Small,26
NYKAA_COM,Change of mind - Don't need it anymore,1
NYKAA_COM,Product didn't fit - Too Large,3
NYKAA_COM,Product didn't fit - Too Small,1
NYKAA_COM,Received damaged/defective product,1
NYKAA_COM,Received wrong product - Wrong item sent,2
NYKAA_FASHION,Didn't like the quality of product,3
NYKAA_FASHION,Product didn't fit- Too Large,1
NYKAA_FASHION,Product didn't fit- Too Small,1
NYKAA_FASHION,Received damaged/ defective product,2
NYKAA_FASHION,Received wrong product- Wrong item sent,10
NYKAA_FASHION,Return expected on panel,1
SHOPIFY,Consumer received damaged product ,1
SHOPIFY,Consumer received the damaged ,4
SHOPIFY,received damage product - Lakmé Cushion Matte,1
SNAPDEAL,Same_product_but_inaccurate_description,1
TATACLIQ,Return expected on panel,4
CRED,Defective item,2
CRED,Found better price elsewhere,3
CRED,I got a wrong product delivered,1
CRED,Incorrect product,2
CRED,"Only product is damaged, shipping box is OK",3
CRED,Product received is different from the image shown,1
FLIPKART,DEFECTIVE_PRODUCT,1
FLIPKART,SIZE_FIT_ISSUES,1
JIOMART3P,Return expected on panel,2
MYNTRAPPMP,Color is different,1
MYNTRAPPMP,Defective product was delivered,3
SNAPDEAL,Return expected on panel,1
SNAPMINT,Return expected on panel,4
AJIO_OMNI,Return expected on panel,25
AMAZON_IN_API,AMZ-PG-APP-STYLE,2
AMAZON_IN_API,AMZ-PG-APP-TOO-LARGE,10
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,6
AMAZON_IN_API,AMZ-PG-BAD-DESC,2
AMAZON_IN_API,CR-DEFECTIVE,2
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,10
AMAZON_IN_API,CR-SWITCHEROO,2
AMAZON_IN_API,NOT_AS_PHOTO,1
CRED,Defective item,2
CRED,Found better price elsewhere,4
CRED,Incorrect product,5
CRED,Missing items,1
CRED,Product received is different from the image shown,2
FLIPKART,CUSTOMER_REMORSE,4
FLIPKART,DAMAGED_PRODUCT,1
FLIPKART,DEFECTIVE_PRODUCT,1
FLIPKART,MISSHIPMENT,3
FLIPKART,MULTIPLE_ISSUES_WITH_PRODUCT,2
FLIPKART,QUALITY_ISSUES,32
FLIPKART,SIZE_FIT_ISSUES,75
FLIPKART,SMART_PICKUP_CHECK_OVERRIDE,1
MYNTRAPPMP,Color is different,2
MYNTRAPPMP,Defective product was delivered,3
MYNTRAPPMP,Design is different,1
MYNTRAPPMP,Different product was delivered,3
MYNTRAPPMP,Found a better price outside Myntra,1
MYNTRAPPMP,Generic Return Reason,1
MYNTRAPPMP,I did not like the fit,14
MYNTRAPPMP,I do not need it anymore,5
MYNTRAPPMP,It did not look good on me,12
MYNTRAPPMP,Product image was better than the actual product,1
MYNTRAPPMP,Product looked old,1
MYNTRAPPMP,Received a poor quality product,10
MYNTRAPPMP,Return expected on panel,6
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,1
MYNTRAPPMP,Size is too Large,19
MYNTRAPPMP,Size is too Small,11
NYKAA_COM,Product didn't fit - Too Large,1
NYKAA_FASHION,Didn't like the quality of product,1
NYKAA_FASHION,Product didn't fit- Too Large,2
NYKAA_FASHION,Product didn't fit- Too Small,2
NYKAA_FASHION,Received wrong product- Wrong item sent,1
TATACLIQ,Return expected on panel,2
AMAZON_IN_API,CR-DEFECTIVE,1
AMAZON_IN_API,CR-SWITCHEROO,5
CRED,Both product and shipping box are damaged,1
CRED,Found better price elsewhere,2
CRED,Incorrect product,10
CRED,Missing items,3
CRED,MRP printed on the product is different,1
CRED,"Only product is damaged, shipping box is OK",2
CRED,Product received is different from the image shown,2
CRED,Return expected on panel,2
FLIPKART,DAMAGED_PRODUCT,7
FLIPKART,DEFECTIVE_PRODUCT,1
FLIPKART,MISSHIPMENT,1
FLIPKART,MISSING_ITEM,3
AMAZON_FBA_IN,SWITCHEROO,2
AMAZON_FLEX_API,Accidental order,2
AMAZON_FLEX_API,Defective/Does not work properly,2
AMAZON_FLEX_API,Incompatible or not useful for intended purpose,1
AMAZON_FLEX_API,No longer needed/wanted,1
AMAZON_FLEX_API,Performance or quality not adequate,3
AMAZON_FLEX_API,Style not as expected,1
AMAZON_FLEX_API,Too large,1
AMAZON_FLEX_API,Too small,2
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,1
FLIPKART,CUSTOMER_REMORSE,1
FLIPKART,SIZE_FIT_ISSUES,2
MYNTRAPPMP,I did not like the fit,3
MYNTRAPPMP,I do not need it anymore,1
MYNTRAPPMP,It did not look good on me,6
MYNTRAPPMP,Product image was better than the actual product,3
MYNTRAPPMP,Received a poor quality product,5
MYNTRAPPMP,Return expected on panel,5
MYNTRAPPMP,Size is too Small,2
MYNTRAPPMP,Product image was better than the actual product,1
MYNTRAPPMP,Product looked old,1
MYNTRAPPMP,Size is too Large,1
MYNTRAPPMP,Size is too Small,5
AMAZON_FLEX_API,Damaged due to inappropriate packaging,1
AMAZON_FLEX_API,Missing parts or accessories,2
AMAZON_FLEX_API,Performance or quality not adequate,1
FLIPKART,,12
FLIPKART,COLOR_SIZE_ISSUE,1
FLIPKART,DAMAGED_PRODUCT,13
FLIPKART,ITEM_NOT_AS_DESCRIBED,1
FLIPKART,MISSHIPMENT,5
FLIPKART,MISSING_ITEM,2
FLIPKART,QUALITY_ISSUE,1
FLIPKART,QUALITY_ISSUES,7
FLIPKART,SMART_PICKUP_CHECK_OVERRIDE,3
FLIPKART,STYLE_FIT_ISSUE,1
MEESHO,,1
MEESHO,null null,20
MYNTRAPPMP,,1
MYNTRAPPMP,Different product was delivered,2
MYNTRAPPMP,Generic Return Reason,1
MYNTRAPPMP,Size is too Large,1
NYKAA_COM,Free Product,1
NYKAA_COM,Not needed anymore,1
NYKAA_COM,Return expected on panel,12
PHARMEASY,,2
SNAPDEAL,,1
AMAZON_IN_API,CR-DEFECTIVE,1
FIRSTCRY,Damaged Item(s) Received,1
FIRSTCRY,Defective Items,1
MEESHO,null null,26
MYNTRAPPMP,Color is different,2
MYNTRAPPMP,Defective product was delivered,6
MYNTRAPPMP,Different product,2
MYNTRAPPMP,Different product was delivered,3
MYNTRAPPMP,Different shade/color/size,22
MYNTRAPPMP,Generic Return Reason,1
MYNTRAPPMP,Leakage issues,2
MYNTRAPPMP,Primary packaging was damaged,2
MYNTRAPPMP,Product was damaged,10
MYNTRAPPMP,Return expected on panel,3
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,6
SHOPIFY,Customer Preference,52
SHOPIFY,Damaged,25
SHOPIFY,Quality Issue,12
SHOPIFY,Quantity is less,1
SHOPIFY,Wrong product,7
FLIPKART,DAMAGED_PRODUCT,1
FLIPKART,MISSHIPMENT,2
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,3
SHOPIFY,cx received damaged shaker,1
SHOPIFY,cx received wrong item,3
AJIO_OMNI,Return expected on panel,40
AMAZON_IN_API,AMZ-PG-APP-STYLE,7
AMAZON_IN_API,AMZ-PG-APP-TOO-LARGE,7
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,13
AMAZON_IN_API,AMZ-PG-BAD-DESC,1
AMAZON_IN_API,CR-DEFECTIVE,3
AMAZON_IN_API,CR-ORDERED_WRONG_ITEM,1
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,1
AMAZON_IN_API,CR-SWITCHEROO,2
AMAZON_IN_API,CR-UNWANTED_ITEM,1
AMAZON_IN_API,DID_NOT_LIKE_COLOR,2
CRED,Both product and shipping box are damaged,1
CRED,Defective item,7
CRED,Found better price elsewhere,9
CRED,Incorrect product,24
CRED,Missing items,3
CRED,Product received is different from the image shown,19
FLIPKART,COLOR_SIZE_ISSUE,16
FLIPKART,CUSTOMER_REMORSE,9
FLIPKART,DAMAGED_PRODUCT,4
FLIPKART,MISSHIPMENT,7
FLIPKART,QUALITY_ISSUE,18
FLIPKART,QUALITY_ISSUES,4
FLIPKART,SIZE_FIT_ISSUES,14
FLIPKART,SMART_PICKUP_CHECK_OVERRIDE,1
FLIPKART,STYLE_FIT_ISSUE,41
TATACLIQ,Return expected on panel,29
AMAZON_EASYSHIP,Did not like color,1
AMAZON_EASYSHIP,Different from what was ordered,1
AMAZON_EASYSHIP,Performance or quality not adequate,1
AMAZON_EASYSHIP,Style not as expected,1
AMAZON_EASYSHIP,Too large,2
AMAZON_EASYSHIP,Too small,2
MYNTRAPPMP,Color is different,1
MYNTRAPPMP,Defective product was delivered,2
MYNTRAPPMP,Different product was delivered,2
MYNTRAPPMP,Generic Return Reason,1
MYNTRAPPMP,Return expected on panel,2
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,2
MYNTRAPPMP,Size is too Small,2
AMAZON_IN_API,AMZ-PG-BAD-DESC,1
AMAZON_IN_API,AMZ-PG-MISORDERED,2
AMAZON_IN_API,CR-DAMAGED_BY_CARRIER,3
AMAZON_IN_API,CR-DAMAGED_BY_FC,6
AMAZON_IN_API,CR-DEFECTIVE,21
AMAZON_IN_API,CR-NOT_COMPATIBLE,3
AMAZON_IN_API,CR-ORDERED_WRONG_ITEM,3
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,1
AMAZON_IN_API,CR-SWITCHEROO,7
AMAZON_IN_API,CR-UNWANTED_ITEM,1
AMAZON_IN_API,WRONG,10
CRED,Defective item,10
CRED,Found better price elsewhere,7
CRED,Incorrect product,29
CRED,Missing items,2
CRED,"Only product is damaged, shipping box is OK",3
CRED,Product received is different from the image shown,14
CRED,WRONG,1
FIRSTCRY,WRONG,1
FLIPKART,ACCESSORY_DEFECTIVE,2
FLIPKART,DAMAGED_PRODUCT,3
FLIPKART,DEAD_ON_ARRIVAL,5
FLIPKART,DEFECTIVE_PRODUCT,40
FLIPKART,INSTALL_ASSEMBLY_ISSUE,2
FLIPKART,MFG_DEFECT_POOR_FINISH,7
FLIPKART,MISSHIPMENT,12
FLIPKART,MISSING_ITEM,1
FLIPKART,QUALITY_ISSUE,2
FLIPKART,QUALITY_ISSUES,5
FLIPKART,SIZE_FIT_ISSUES,5
FLIPKART,WRONG,39
MEESHO,null null,77
MEESHO,WRONG,9
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,1
NYKAA_FASHION,Received damaged/ defective product,1
SNAPDEAL,Freebie not received,1
SNAPDEAL,item_appears_used_old,1
SNAPDEAL,item_does_not_match_its_description,1
SNAPDEAL,i_have_an_issue_with_size_fit,2
SNAPDEAL,i_have_received_a_damaged_item_new,2
SNAPDEAL,i_have_received_a_defective_item_new,1
SNAPDEAL,Partial_Order_Received_By_Customer,2
SNAPDEAL,received_a_different_item,3
SNAPDEAL,Same_product_but_inaccurate_description,3
SNAPDEAL,the_item_is_not_working_properly,7
SNAPMINT,Return expected on panel,3
AMAZON_FLEX_API,Accidental order,3
AMAZON_FLEX_API,Damaged due to inappropriate packaging,1
AMAZON_FLEX_API,Defective/Does not work properly,1
AMAZON_FLEX_API,Incompatible or not useful for intended purpose,6
AMAZON_FLEX_API,No longer needed/wanted,3
AMAZON_FLEX_API,Performance or quality not adequate,7
JIOMART3P,,4
JIOMART3P,Return expected on panel,1
MEESHO,null null,12
MYNTRAPPMP,Wrong size was delivered,3
AJIO_OMNI,Return expected on panel,106
MYNTRAPPMP,,1
MYNTRAPPMP,Color is different,14
MYNTRAPPMP,Defective product was delivered,9
MYNTRAPPMP,Delivery was delayed ,2
MYNTRAPPMP,Design is different,4
MYNTRAPPMP,Different product was delivered,7
MYNTRAPPMP,Found a better price on Myntra,3
MYNTRAPPMP,Found a better price outside Myntra,1
MYNTRAPPMP,Generic Return Reason,1
MYNTRAPPMP,I did not like the fit,115
MYNTRAPPMP,I do not need it anymore,19
MYNTRAPPMP,It did not look good on me,41
MYNTRAPPMP,Product image was better than the actual product,15
MYNTRAPPMP,Product looked old,19
MYNTRAPPMP,Product was dirty and had stains,3
MYNTRAPPMP,Received a poor quality product,25
MYNTRAPPMP,Return expected on panel,18
MYNTRAPPMP,Size is too Large,69
MYNTRAPPMP,Size is too Small,66
MYNTRAPPMP,Wrong size was delivered,2
NYKAA_FASHION,Change of mind - Don't need it anymore,4
NYKAA_FASHION,Didn't like the quality of product,17
NYKAA_FASHION,Product didn't fit- Too Large,16
NYKAA_FASHION,Product didn't fit- Too Small,11
NYKAA_FASHION,Product is Missing,1
NYKAA_FASHION,Received damaged/ defective product,2
NYKAA_FASHION,Received wrong product- Wrong item sent,1
NYKAA_FASHION,Received wrong product- Wrong size sent,1
NYKAA_FASHION,RTO,1
AJIO_OMNI,Damaged Product,1
AJIO_OMNI,Incomplete Product,2
AJIO_OMNI,Return expected on panel,155
AMAZON_FLEX_API,Defective/Does not work properly,1
AMAZON_FLEX_API,Did not like color,3
AMAZON_FLEX_API,Different from website description,3
AMAZON_FLEX_API,Different from what was ordered,6
AMAZON_FLEX_API,Item not as shown by photo on website,1
AMAZON_FLEX_API,Ordered wrong style/size/color,1
AMAZON_FLEX_API,Performance or quality not adequate,17
AMAZON_FLEX_API,Style not as expected,6
AMAZON_FLEX_API,Too large,31
AMAZON_FLEX_API,Too small,35
AMAZON_IN_API,AMZ-PG-APP-STYLE,3
AMAZON_IN_API,AMZ-PG-APP-TOO-LARGE,6
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,4
AMAZON_IN_API,CR-QUALITY_UNACCEPTABLE,1
AMAZON_IN_API,CR-UNWANTED_ITEM,1
FIRSTCRY,Incomplete Product,2
FIRSTCRY,Not Satisfied with Item(s)/Fabric Quality,3
FIRSTCRY,Size Issue,74
FLIPKART,CUSTOMER_REMORSE,6
FLIPKART,Damaged Product,1
FLIPKART,DAMAGED_PRODUCT,2
FLIPKART,Incomplete Product,3
FLIPKART,MISSHIPMENT,5
FLIPKART,QUALITY_ISSUES,24
FLIPKART,SIZE_FIT_ISSUES,114
FYND,Incomplete Product,1
MAGENTO2,Damaged Product,13
MAGENTO2,Incomplete Product,3
MYNTRAPPMP,Color is different,7
MYNTRAPPMP,Defective product was delivered,11
MYNTRAPPMP,Design is different,5
MYNTRAPPMP,Different product was delivered,4
MYNTRAPPMP,Found a better price on Myntra,1
MYNTRAPPMP,Found a better price outside Myntra,1
MYNTRAPPMP,Generic Return Reason,1
MYNTRAPPMP,I did not like the fit,58
MYNTRAPPMP,I do not need it anymore,9
MYNTRAPPMP,It did not look good on me,17
MYNTRAPPMP,Product image was better than the actual product,10
MYNTRAPPMP,Product looked old,8
MYNTRAPPMP,Received a poor quality product,30
MYNTRAPPMP,Return expected on panel,3
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,4
MYNTRAPPMP,Size is too Large,140
MYNTRAPPMP,Size is too Small,137
MYNTRAPPMP,Wrong size was delivered,3
SNAPDEAL,Return expected on panel,19
TATACLIQ,Damaged Product,1
TATACLIQ,Incomplete Product,2
TATACLIQ,Return expected on panel,8
AJIO_OMNI,Return expected on panel,1
AMAZON_FLEX_API,Did not like color,1
AMAZON_FLEX_API,Different from website description,1
AMAZON_FLEX_API,Different from what was ordered,4
AMAZON_FLEX_API,Item not as shown by photo on website,1
AMAZON_FLEX_API,Performance or quality not adequate,10
AMAZON_FLEX_API,Style not as expected,1
AMAZON_FLEX_API,Too large,1
FLIPKART,CUSTOMER_REMORSE,4
FLIPKART,finishing,2
FLIPKART,QUALITY_ISSUES,12
FLIPKART,SIZE_FIT_ISSUES,4
LIMEROAD,NA,2
LIMEROAD,Return expected on panel,2
MYNTRAPPMP,Color is different,2
MYNTRAPPMP,Delivery was delayed ,1
MYNTRAPPMP,Different product was delivered,1
MYNTRAPPMP,I did not like the fit,1
MYNTRAPPMP,I do not need it anymore,1
MYNTRAPPMP,It did not look good on me,1
MYNTRAPPMP,Product image was better than the actual product,1
MYNTRAPPMP,Product looked old,1
MYNTRAPPMP,Received a poor quality product,4
MYNTRAPPMP,Size is too Large,1
AJIO_OMNI,,3
AJIO_OMNI,Return expected on panel,90
AMAZON_EASYSHIP,Too large,1
AMAZON_FLEX_API,Damaged during shipping,1
AMAZON_FLEX_API,Defective/Does not work properly,7
AMAZON_FLEX_API,Different from website description,4
AMAZON_FLEX_API,Different from what was ordered,17
AMAZON_FLEX_API,Item not as shown by photo on website,6
AMAZON_FLEX_API,Missing parts or accessories,1
AMAZON_FLEX_API,No longer needed/wanted,1
AMAZON_FLEX_API,Performance or quality not adequate,16
AMAZON_FLEX_API,Style not as expected,14
AMAZON_FLEX_API,Too large,35
AMAZON_FLEX_API,Too small,44
FLIPKART,,7
FLIPKART,CUSTOMER_REMORSE,14
FLIPKART,DAMAGED_PRODUCT,3
FLIPKART,MISSHIPMENT,9
FLIPKART,MULTIPLE_ISSUES_WITH_PRODUCT,9
FLIPKART,QUALITY_ISSUES,31
FLIPKART,SIZE_FIT_ISSUES,113
FLIPKART,SMART_PICKUP_CHECK_OVERRIDE,11
LIMEROAD,,1
LIMEROAD,Return expected on panel,5
MYNTRAPPMP,,1
MYNTRAPPMP,Color is different,11
MYNTRAPPMP,Defective product was delivered,9
MYNTRAPPMP,Design is different,3
MYNTRAPPMP,Different product was delivered,7
MYNTRAPPMP,Found a better price on Myntra,1
MYNTRAPPMP,Found a better price outside Myntra,1
MYNTRAPPMP,Generic Return Reason,1
MYNTRAPPMP,I did not like the fit,38
MYNTRAPPMP,I do not need it anymore,2
MYNTRAPPMP,It did not look good on me,20
MYNTRAPPMP,Product image was better than the actual product,8
MYNTRAPPMP,Product looked old,11
MYNTRAPPMP,Product was dirty and had stains,2
MYNTRAPPMP,Received a poor quality product,16
MYNTRAPPMP,Return expected on panel,3
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,13
MYNTRAPPMP,Size is too Large,33
MYNTRAPPMP,Size is too Small,42
MYNTRAPPMP,Wrong size was delivered,2
NYKAA_COM,Didn't like the quality of product,1
NYKAA_FASHION,Product didn't fit- Too Large,2
NYKAA_FASHION,Product didn't fit- Too Small,3
NYKAA_FASHION,Received wrong product- Wrong item sent,1
SNAPDEAL,Return expected on panel,21
TATACLIQ,,2
TATACLIQ,Return expected on panel,13
TATA_CLIQ,Return expected on panel,4
FLIPKART,CUSTOMER_REMORSE,6
FLIPKART,QUALITY_ISSUES,16
FLIPKART,SIZE_FIT_ISSUES,35
MYNTRAPPMP,Color is different,1
MYNTRAPPMP,Delivery was delayed ,1
MYNTRAPPMP,Design is different,2
MYNTRAPPMP,Different product was delivered,1
MYNTRAPPMP,Found a better price on Myntra,1
MYNTRAPPMP,I did not like the fit,45
MYNTRAPPMP,I do not need it anymore,3
MYNTRAPPMP,It did not look good on me,9
MYNTRAPPMP,Product image was better than the actual product,5
MYNTRAPPMP,Product looked old,6
MYNTRAPPMP,Received a poor quality product,17
MYNTRAPPMP,Return expected on panel,10
MYNTRAPPMP,Size is too Large,7
MYNTRAPPMP,Size is too Small,44
FIRSTCRY,Not Satisfied with Item(s)/Fabric Quality,1
FIRSTCRY,Size Issue,3
MYNTRAPPMP,Color is different,1
MYNTRAPPMP,Design is different,1
MYNTRAPPMP,I did not like the fit,13
MYNTRAPPMP,I do not need it anymore,1
MYNTRAPPMP,It did not look good on me,1
MYNTRAPPMP,Product looked old,2
MYNTRAPPMP,Received a poor quality product,3
MYNTRAPPMP,Size is too Large,2
MYNTRAPPMP,Size is too Small,11
TATA_CLIQ,Return expected on panel,1
FLIPKART,COLOR_STYLE_ISSUES,1
FLIPKART,CUSTOMER_REMORSE,10
FLIPKART,DAMAGED_PRODUCT,1
FLIPKART,MISSHIPMENT,4
FLIPKART,MULTIPLE_ISSUES_WITH_PRODUCT,2
FLIPKART,QUALITY_ISSUES,32
FLIPKART,SIZE_FIT_ISSUES,145
MYNTRAPPMP,Color is different,149
MYNTRAPPMP,Defective product was delivered,88
MYNTRAPPMP,Delivery was delayed ,9
MYNTRAPPMP,Design is different,48
MYNTRAPPMP,Different product was delivered,78
MYNTRAPPMP,Found a better price on Myntra,28
MYNTRAPPMP,Found a better price outside Myntra,29
MYNTRAPPMP,Generic Return Reason,12
MYNTRAPPMP,I did not like the fit,1315
MYNTRAPPMP,I do not need it anymore,130
MYNTRAPPMP,It did not look good on me,344
MYNTRAPPMP,Product image was better than the actual product,201
MYNTRAPPMP,Product looked old,179
MYNTRAPPMP,Product was dirty and had stains,23
MYNTRAPPMP,Received a poor quality product,340
MYNTRAPPMP,Return expected on panel,308
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,25
MYNTRAPPMP,Size is too Large,1085
MYNTRAPPMP,Size is too Small,869
MYNTRAPPMP,Wrong size was delivered,21
NYKAA_COM,Didn't like the quality of product,4
NYKAA_COM,Product didn't fit - Too Large,7
NYKAA_COM,Product didn't fit - Too Small,4
NYKAA_COM,Received wrong product - Wrong size sent,1
NYKAA_FASHION,Change of mind - Don't need it anymore,34
NYKAA_FASHION,Change of mind - Not As Expected,1
NYKAA_FASHION,Didn't like the quality of product,78
NYKAA_FASHION,Emergency - without QC,1
NYKAA_FASHION,Incomplete Product or Set,1
NYKAA_FASHION,Product didn't fit- Too Large,149
NYKAA_FASHION,Product didn't fit- Too Small,91
NYKAA_FASHION,Product is Missing,4
NYKAA_FASHION,Received damaged/ defective product,12
NYKAA_FASHION,Received wrong product- Wrong item sent,19
NYKAA_FASHION,Received wrong product- Wrong size sent,2
NYKAA_FASHION,Return expected on panel,2
TATACLIQ,Return expected on panel,196
HEALTHKART,,60
MYNTRAPPMP,Defective product was delivered,1
MYNTRAPPMP,Different shade/color/size,1
MYNTRAPPMP,Leakage issues,1
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,2
AJIO_OMNI,Return expected on panel,25
AMAZON_FLEX_API,Different from what was ordered,2
AMAZON_FLEX_API,Performance or quality not adequate,2
AMAZON_FLEX_API,Too large,1
AMAZON_FLEX_API,Too small,7
AMAZON_IN_API,,19
AMAZON_IN_API,AMZ-PG-APP-TOO-SMALL,1
FLIPKART,,13
FLIPKART,CUSTOMER_REMORSE,2
FLIPKART,DAMAGED_PRODUCT,1
FLIPKART,flipkart,8
FLIPKART,flipkart return,2
FLIPKART,QUALITY_ISSUES,13
FLIPKART,SIZE_FIT_ISSUES,24
FLIPKART,SMART_PICKUP_CHECK_OVERRIDE,1
MYNTRAPPMP,Color is different,1
MYNTRAPPMP,Different product was delivered,1
MYNTRAPPMP,I did not like the fit,4
MYNTRAPPMP,It did not look good on me,2
MYNTRAPPMP,Product looked old,1
MYNTRAPPMP,Product was dirty and had stains,1
MYNTRAPPMP,Received a poor quality product,3
MYNTRAPPMP,Return expected on panel,1
MYNTRAPPMP,Return Reason - Thanos ROH approval flow,1
MYNTRAPPMP,Size is too Small,3
TATACLIQ,Return expected on panel,3
MYNTRAPPMP,Color is different,3
MYNTRAPPMP,Defective product was delivered,2
MYNTRAPPMP,Different product was delivered,5
MYNTRAPPMP,Found a better price outside Myntra,1
MYNTRAPPMP,I did not like the fit,31
MYNTRAPPMP,I do not need it anymore,1
MYNTRAPPMP,It did not look good on me,6
MYNTRAPPMP,Product image was better than the actual product,3
MYNTRAPPMP,Product looked old,1
MYNTRAPPMP,Received a poor quality product,2
MYNTRAPPMP,Return expected on panel,9
MYNTRAPPMP,Size is too Large,25
MYNTRAPPMP,Size is too Small,15
NYKAA_FASHION,Change of mind - Don't need it anymore,3
NYKAA_FASHION,Didn't like the quality of product,6
NYKAA_FASHION,Product didn't fit- Too Large,4
